mora,atraso,vivienda,edad,dias_lab,exp_sf,nivel_ahorro,ingreso,linea_sf,deuda_sf,score,zona,clasif_sbs,nivel_educ
1,0,1,27.0,4570.0,10.0,12.0,2600.0,11809.23,11461.82,194.0,15,2.0,3
1,2,1,23.0,3868.0,32.40158319378901,12.0,968.73,11987.241038228825,1980.28,164.0,21,0.0,3
1,0,1,32.0,3687.0,8.0,12.0,950.0,2590.0,466.99,175.0,14,0.0,2
1,0,2,31.0,4174.0,4.0,12.0,2542.3,4190.07,4302.65,214.0,6,0.0,3
1,52,0,58.0,9653.0,67.0,1.0,16863.0,39494.82,0.0,206.0,14,2.0,3
1,0,1,23.0,4264.0,32.40158319378901,12.0,1449.06,2657.79,0.0,154.0,14,0.0,2
1,0,1,39.0,3474.0,8.0,0.0,4162.0,16282.04,1820.54,221.0,14,1.0,3
1,0,1,41.0,4083.0,32.40158319378901,12.0,2220.0,3885.0,5287.43,197.0,5,1.0,2
1,0,1,35.0,4144.0,17.0,9.0,600.0,3453.28,450.61,194.0,14,0.0,2
1,1,2,24.0,4156.0,32.40158319378901,12.0,1664.23,1221.03,1126.22,180.0,19,1.0,2
1,0,1,47.0,4052.0,6.0,9.0,1300.0,2337.82,2160.42,188.0,14,0.0,3
1,1,2,22.0,5244.0,32.40158319378901,12.0,1007.89,11987.241038228825,3620.99,175.0,6,3.0,2
1,1,2,24.0,4113.0,18.0,12.0,641.77,11987.241038228825,2599.24,175.0,15,3.0,2
1,2,1,57.0,9318.0,32.40158319378901,0.0,20000.0,202.0,8061.96,191.0,13,0.0,2
1,0,1,21.0,3960.0,32.40158319378901,12.0,911.52,11987.241038228825,2531.62,175.0,14,0.0,2
1,2,2,27.0,4083.0,12.0,12.0,868.7,6806.43,4663.29,188.0,14,1.0,2
1,0,1,48.0,4356.0,14.0,12.0,700.0,4200.0,818.08,180.0,14,0.0,2
1,21,1,35.0,6090.0,32.40158319378901,5.0,5250.0,14734.28,14607.04,213.0,3,1.0,2
1,0,1,29.0,3930.0,19.0,12.0,5268.06,8040.78,508.19,195.0,14,1.0,3
1,0,1,33.0,4570.0,32.40158319378901,12.0,1600.0,11987.241038228825,1937.63,175.0,11,0.0,2
1,2,1,36.0,4174.0,12.0,11.0,746.16,2580.0,2016.02,194.0,14,2.0,2
1,2,1,28.0,4144.0,11.0,12.0,1200.0,3717.61,2523.49,175.0,6,0.0,2
1,23,1,24.0,4144.0,12.0,12.0,2100.0,3300.0,469.97,176.0,14,1.0,3
1,22,2,28.0,3534.0,14.0,12.0,957.43,3168.0,4988.68,188.0,6,1.0,2
1,0,1,28.0,3983.0,32.40158319378901,11.0,1000.0,11987.241038228825,3957.83,175.0,12,1.0,2
1,2,2,48.0,9012.0,97.0,12.0,1700.0,2250.24,2264.1,204.0,12,1.0,2
1,0,1,41.0,3626.0,32.40158319378901,12.0,1078.06,11987.241038228825,6400.19,180.0,6,0.0,2
1,0,1,26.0,4629.0,32.40158319378901,8.0,1800.0,11987.241038228825,7860.95,174.0,15,0.0,2
1,6,1,34.0,4995.0,32.40158319378901,0.0,3030.0,12471.1,0.0,201.0,14,0.0,3
1,0,1,38.0,6456.0,28.0,0.0,3043.0,500.0,445.69,201.0,15,1.0,3
1,1,2,21.0,4116.0,32.40158319378901,12.0,915.77,11987.241038228825,4522.48,175.0,14,0.0,2
1,2,1,43.0,6000.0,58.0,0.0,15269.05,4002.63,0.0,185.0,14,2.0,3
1,0,1,25.0,4509.0,10.0,12.0,1300.0,759.49,0.0,175.0,14,0.0,2
1,2,1,27.0,3812.0,32.40158319378901,12.0,964.0,11987.241038228825,4102.65,168.0,10,0.0,2
1,85,1,34.0,4935.0,27.0,0.0,2100.0,36326.16,0.0,196.0,14,2.0,3
1,0,2,44.0,5421.0,32.40158319378901,12.0,1108.0,3531.5,1367.31,198.0,14,1.0,2
1,0,1,45.0,3595.0,8.0,9.0,2055.0,8486.86,0.0,178.0,13,1.0,2
1,0,1,38.0,4325.0,86.0,12.0,2900.0,1395.83,468.4,202.0,14,0.0,3
1,2,1,57.0,3547.0,32.40158319378901,12.0,1456.97,11987.241038228825,5757.24,192.0,12,0.0,0
1,0,1,21.0,3443.0,10.0,10.0,2100.0,2450.61,965.42,190.0,14,1.0,3
1,24,1,36.0,5421.0,18.0,12.0,3800.0,6937.69,483.3,194.0,14,1.0,2
1,0,1,30.0,4077.0,9.0,12.0,973.69,3555.0,973.81,183.0,6,0.0,3
1,0,2,43.0,4052.0,32.40158319378901,12.0,1946.99,4007.78,6952.89,204.0,19,0.0,2
1,0,1,22.0,3798.0,32.40158319378901,11.0,902.0,11987.241038228825,1036.98,134.0,12,0.0,0
1,0,1,37.0,4874.0,12.0,12.0,2457.77,2277.5,731.73,208.0,6,0.0,3
1,17,1,31.0,4102.0,32.40158319378901,12.0,2123.29,11987.241038228825,7992.26,180.0,14,1.0,2
1,26,1,47.0,6425.0,79.0,0.0,24765.12,54563.89,0.0,187.0,12,2.0,3
1,1,1,23.0,3337.0,32.40158319378901,3.0,2100.0,11987.241038228825,14542.4,153.0,5,0.0,2
1,8,1,28.0,4083.0,11.0,12.0,3274.0,10000.0,12027.84,211.0,14,0.0,2
1,0,1,33.0,8101.0,32.40158319378901,12.0,1200.0,834.79,2697.69,187.0,19,1.0,3
1,0,1,40.0,4660.0,11.0,12.0,2000.0,1882.39,0.0,181.0,14,1.0,3
1,2,1,34.0,3930.0,32.40158319378901,12.0,1109.08,1250.0,9939.37,177.0,14,0.0,2
1,0,1,27.0,4570.0,7.0,12.0,1500.0,2310.0,2246.26,172.0,14,0.0,3
1,0,2,42.0,3960.0,32.40158319378901,11.0,2000.0,11987.241038228825,3971.15,204.0,10,0.0,2
1,1,1,28.0,4782.0,32.40158319378901,3.0,4000.0,15378.86,0.0,195.0,3,1.0,3
1,2,1,53.0,3534.0,32.40158319378901,4.0,1800.0,5465.55,1226.42,180.0,3,0.0,3
1,0,1,28.0,4721.0,6.0,12.0,2048.0,2364.18,4468.83,181.0,14,0.0,3
1,16,2,46.0,4417.0,35.0,12.0,16836.0,69011.78,5495.74,212.0,14,2.0,3
1,15,1,64.0,19484.0,32.40158319378901,0.0,2093.37,4772.0,0.0,179.0,14,1.0,2
1,0,1,40.0,4598.0,8.0,12.0,2150.0,12545.6,5220.25,216.0,14,0.0,2
1,1,0,27.0,5026.0,18.0,12.0,2800.0,2319.96,2105.98,202.0,14,2.0,2
1,0,1,53.0,8496.0,32.40158319378901,8.0,12000.0,9351.62,2.4,205.0,14,0.0,3
1,2,1,30.0,4164.0,32.40158319378901,12.0,3540.79,11987.241038228825,25786.76,193.0,14,4.0,3
1,2,1,30.0,4164.0,32.40158319378901,12.0,3540.79,11987.241038228825,25786.76,193.0,14,4.0,3
1,0,1,33.0,4751.0,32.40158319378901,12.0,3500.0,6424.76,5743.47,202.0,14,0.0,2
1,0,1,33.0,4751.0,32.40158319378901,12.0,3500.0,6424.76,5743.47,202.0,14,0.0,2
1,1,1,23.0,3990.0,32.40158319378901,12.0,769.68,11987.241038228825,2624.41,156.0,14,0.0,2
1,0,1,23.0,3930.0,32.40158319378901,12.0,1200.0,11987.241038228825,4952.7,149.0,12,0.0,2
1,37,1,28.0,4325.0,23.0,8.0,2100.0,1408.18,705.3,195.0,14,2.0,3
1,4,2,42.0,8739.0,88.0,12.0,20154.0,11987.241038228825,0.0,224.0,14,2.0,3
1,4,2,42.0,8739.0,88.0,12.0,20154.0,11987.241038228825,0.0,224.0,14,2.0,3
1,2,1,26.0,3800.0,32.40158319378901,12.0,1073.25,11987.241038228825,2014.8,169.0,19,0.0,2
1,0,2,24.0,3796.0,32.40158319378901,9.0,960.6,11987.241038228825,1427.86,175.0,11,0.0,2
1,2,1,43.0,4295.0,8.0,12.0,3500.0,2400.0,0.0,190.0,17,0.0,2
1,21,1,41.0,6000.0,13.0,0.0,1200.0,14845.47,774.34,187.0,14,1.0,3
1,0,1,40.0,4995.0,32.40158319378901,10.0,2600.0,11987.241038228825,51.42,224.0,14,0.0,3
1,0,1,40.0,4995.0,32.40158319378901,10.0,2600.0,11987.241038228825,51.42,224.0,14,0.0,3
1,1,2,36.0,4690.0,45.0,0.0,23500.0,73351.15,57094.38,221.0,13,1.0,3
1,2,1,28.0,5389.0,5.0,12.0,2670.19,2000.0,27813.82,192.0,19,0.0,2
1,39,2,48.0,4874.0,32.40158319378901,0.0,9800.0,19582.25,0.0,218.0,14,1.0,3
1,1,2,36.0,4406.0,32.40158319378901,8.0,669.35,11987.241038228825,1048.4,215.0,10,0.0,2
1,0,1,41.0,4721.0,32.40158319378901,10.0,900.0,11987.241038228825,2022.12,189.0,14,1.0,2
1,0,0,23.0,4192.0,32.40158319378901,12.0,867.63,11987.241038228825,8558.87,148.0,18,0.0,0
1,1,1,22.0,4052.0,32.40158319378901,12.0,853.34,11987.241038228825,1088.59,156.0,14,0.0,2
1,2,1,24.0,3991.0,32.40158319378901,12.0,1066.25,1700.0,4623.51,175.0,14,1.0,2
1,2,1,43.0,6762.0,58.0,0.0,15269.05,4002.63,0.0,185.0,14,2.0,3
1,0,1,26.0,5482.0,25.0,12.0,1630.0,4167.95,2194.89,172.0,14,1.0,2
1,2,1,44.0,4233.0,32.40158319378901,12.0,1641.39,1200.0,77.21,197.0,14,0.0,2
1,0,1,37.0,5087.0,32.40158319378901,6.0,1698.0,11987.241038228825,7143.41,179.0,1,0.0,0
1,0,2,41.0,3764.0,32.40158319378901,12.0,1121.95,11987.241038228825,4940.62,194.0,24,0.0,2
1,0,1,28.0,4356.0,32.40158319378901,12.0,1017.28,735.0,2209.17,169.0,6,0.0,2
1,11,1,32.0,3443.0,18.0,12.0,2393.24,500.0,2606.26,204.0,11,1.0,2
1,0,2,25.0,4629.0,9.0,12.0,3390.0,500.0,0.0,205.0,12,0.0,2
1,24,2,38.0,4629.0,6.0,11.0,2600.55,2900.0,361.53,225.0,6,1.0,2
1,27,1,20.0,5056.0,24.0,12.0,2500.0,15.0,156.13,174.0,14,0.0,3
1,2,1,27.0,4629.0,32.40158319378901,12.0,1661.26,2593.03,0.0,177.0,14,1.0,3
1,25,1,25.0,5209.0,12.0,12.0,700.0,1383.37,28.46,147.0,19,0.0,2
1,0,1,52.0,4448.0,32.40158319378901,11.0,2000.0,11987.241038228825,0.0,178.0,14,0.0,2
1,26,1,29.0,5209.0,32.40158319378901,12.0,932.09,1425.0,1649.37,155.0,14,2.0,2
1,25,1,48.0,4904.0,23.0,12.0,1564.0,11987.241038228825,4459.48,173.0,24,1.0,0
1,0,2,22.0,4295.0,12.0,12.0,2100.0,3695.5,0.0,199.0,14,0.0,3
1,6,1,30.0,3799.0,32.40158319378901,12.0,1400.0,3377.27,144.59,185.0,14,1.0,3
1,0,1,31.0,4448.0,32.40158319378901,12.0,1365.64,11987.241038228825,4659.64,192.0,14,0.0,2
1,0,1,36.0,6456.0,13.0,0.0,800.0,7090.64,0.0,157.0,14,0.0,2
1,2,1,22.0,4356.0,32.40158319378901,12.0,1500.0,11987.241038228825,0.0,151.0,14,0.0,2
1,6,1,23.0,5056.0,32.40158319378901,12.0,1063.0,4668.07,2142.18,167.0,14,3.0,3
1,0,1,48.0,9012.0,32.40158319378901,0.0,2500.0,9953.28,0.0,196.0,14,0.0,2
1,0,2,34.0,4233.0,32.40158319378901,12.0,1800.0,11987.241038228825,7425.85,194.0,21,0.0,2
1,1,2,40.0,4325.0,32.40158319378901,12.0,1150.0,11987.241038228825,4184.74,199.0,14,0.0,2
1,15,2,36.0,5270.0,32.40158319378901,12.0,1500.0,11987.241038228825,0.0,189.0,6,4.0,0
1,0,1,33.0,3848.0,32.40158319378901,12.0,1355.85,11987.241038228825,1163.06,194.0,10,0.0,2
1,25,2,28.0,8647.0,11.0,12.0,1100.0,450.29,147.94,192.0,20,0.0,2
1,5,1,29.0,4039.0,32.40158319378901,12.0,980.47,11987.241038228825,1547.57,168.0,10,0.0,2
1,84,1,29.0,6456.0,16.0,12.0,2100.0,11987.241038228825,211.18,186.0,14,0.0,2
1,0,1,44.0,4629.0,32.40158319378901,12.0,4000.0,3770.29,0.0,210.0,14,2.0,3
1,0,1,44.0,4629.0,32.40158319378901,12.0,4000.0,3770.29,0.0,210.0,14,2.0,3
1,0,1,25.0,4083.0,11.0,11.0,2400.0,10638.92,2472.68,189.0,14,0.0,3
1,0,1,25.0,3595.0,32.40158319378901,12.0,985.48,11987.241038228825,5363.48,162.0,9,0.0,2
1,0,1,31.0,4964.0,7.0,9.0,6800.0,2826.92,2899.43,195.0,14,0.0,3
1,0,1,31.0,4964.0,7.0,9.0,6800.0,2826.92,2899.43,195.0,14,0.0,3
1,1,1,26.0,4263.0,32.40158319378901,12.0,1280.88,2085.0,11998.02,190.0,14,0.0,2
1,1,1,24.0,5513.0,32.40158319378901,12.0,1034.19,11987.241038228825,5284.38,156.0,6,0.0,2
1,2,1,26.0,3755.0,1.0,12.0,1191.94,700.0,3451.06,196.0,14,1.0,3
1,0,2,40.0,6151.0,87.0,12.0,2100.0,5376.4,1165.88,230.0,14,4.0,2
1,0,1,32.0,4964.0,6.0,12.0,1200.0,1638.96,139.42,175.0,14,0.0,2
1,27,2,54.0,6790.0,82.0,0.0,8000.0,44810.4,7199.27,232.0,14,1.0,3
1,2,1,35.0,5148.0,32.40158319378901,7.0,1180.0,11987.241038228825,3106.75,178.0,12,0.0,2
1,0,1,21.0,4964.0,8.0,0.0,4200.0,11229.24,4452.06,156.0,14,0.0,3
1,0,1,24.0,3443.0,32.40158319378901,12.0,850.0,11987.241038228825,5492.02,169.0,6,0.0,2
1,6,2,38.0,6578.0,82.0,4.0,4300.0,9506.93,0.0,216.0,14,1.0,3
1,1,1,24.0,3868.0,32.40158319378901,12.0,800.0,1002.84,2186.26,159.0,14,0.0,3
1,2,1,27.0,3742.0,32.40158319378901,12.0,1084.3,11987.241038228825,1537.27,169.0,13,0.0,2
1,6,2,36.0,6762.0,15.0,0.0,30000.0,3943.04,7314.12,169.0,12,1.0,3
1,7,1,31.0,4660.0,12.0,12.0,1861.0,668.0,4293.72,180.0,6,0.0,2
1,2,1,38.0,4337.0,19.0,12.0,1081.08,8126.47,3868.49,189.0,0,1.0,2
1,85,1,50.0,9684.0,16.0,0.0,1200.0,4962.41,0.0,182.0,14,1.0,3
1,2,1,31.0,4782.0,32.40158319378901,12.0,1364.9,4037.13,1185.11,196.0,14,1.0,2
1,0,1,27.0,4751.0,13.0,0.0,2000.0,879.42,0.0,181.0,3,0.0,3
1,0,2,59.0,4205.0,32.40158319378901,12.0,810.49,11987.241038228825,680.14,213.0,24,0.0,2
1,32,2,37.0,5360.0,32.40158319378901,12.0,6464.0,13904.22,0.0,238.0,14,1.0,3
1,3,1,29.0,4598.0,12.0,11.0,2400.0,14185.75,2864.48,200.0,14,0.0,3
1,0,1,29.0,3413.0,33.0,3.0,6106.0,3214.0,492.69,193.0,14,0.0,3
1,26,1,40.0,5574.0,27.0,0.0,7405.0,6239.7,0.0,191.0,14,1.0,3
1,0,1,30.0,4233.0,32.40158319378901,4.0,1400.0,11987.241038228825,2378.71,185.0,6,0.0,3
1,0,2,32.0,5210.0,6.0,12.0,1241.51,500.0,6804.68,218.0,13,4.0,3
1,0,1,32.0,3991.0,6.0,12.0,2050.0,500.0,454.58,188.0,14,0.0,3
1,21,1,32.0,4113.0,29.0,12.0,1600.0,5511.17,0.0,180.0,14,0.0,2
1,0,1,28.0,3794.0,12.0,6.0,2300.0,4970.02,1894.01,199.0,15,0.0,3
1,25,1,47.0,13395.0,99.0,6.0,3000.0,7947.62,893.63,185.0,6,1.0,3
1,0,1,26.0,4868.0,3.0,12.0,618.33,3663.0,2882.49,169.0,19,0.0,2
1,6,1,34.0,6121.0,37.0,0.0,14148.0,11987.241038228825,30486.44,175.0,1,1.0,3
1,0,1,29.0,5056.0,14.0,12.0,2355.01,362.87,246.68,203.0,5,0.0,3
1,0,1,25.0,5301.0,6.0,12.0,1280.0,2691.58,469.58,181.0,14,0.0,2
1,0,1,42.0,4174.0,32.40158319378901,2.0,5200.0,11987.241038228825,7022.24,198.0,14,0.0,3
1,55,1,36.0,8282.0,20.0,12.0,4000.0,7030.0,3229.24,177.0,14,2.0,3
1,2,1,26.0,4174.0,32.40158319378901,12.0,705.76,11987.241038228825,4895.72,167.0,14,0.0,0
1,4,2,39.0,9378.0,32.40158319378901,0.0,2500.0,584.36,0.0,201.0,14,1.0,3
1,0,1,28.0,3899.0,9.0,12.0,1180.4,1662.9,394.7,175.0,14,0.0,2
1,27,1,35.0,7551.0,39.0,12.0,1400.0,6373.2,6415.28,179.0,14,1.0,2
1,0,2,46.0,4935.0,10.0,0.0,7000.0,13177.59,0.0,197.0,14,0.0,3
1,0,2,32.0,5756.0,23.0,12.0,7800.0,2677.96,9886.23,203.0,13,1.0,3
1,0,1,21.0,4964.0,32.40158319378901,4.0,10000.0,11987.241038228825,12832.76,173.0,3,0.0,2
1,0,1,31.0,3773.0,10.0,12.0,1699.17,1259.39,3280.38,178.0,14,0.0,2
1,1,1,51.0,4021.0,36.0,7.0,2550.0,6113.5,11052.0,205.0,5,0.0,3
1,0,1,37.0,6059.0,30.0,0.0,3070.0,3512.8,0.0,194.0,14,1.0,2
1,30,1,31.0,4629.0,32.40158319378901,12.0,1400.0,11987.241038228825,0.0,182.0,10,1.0,2
1,1,1,24.0,3565.0,32.40158319378901,12.0,700.0,200.38,1319.34,159.0,14,0.0,3
1,0,1,28.0,4264.0,16.0,12.0,1800.0,2555.97,892.51,180.0,13,1.0,2
1,2,1,30.0,4535.0,32.40158319378901,12.0,790.0,11987.241038228825,1949.19,213.0,14,0.0,2
1,0,1,23.0,4509.0,32.40158319378901,12.0,750.0,439.98,4053.76,178.0,14,0.0,3
1,2,1,27.0,4539.0,32.40158319378901,12.0,1417.28,11987.241038228825,11466.17,171.0,11,0.0,2
1,0,1,38.0,4052.0,7.0,12.0,806.0,4016.8,542.58,157.0,14,1.0,2
1,24,1,48.0,4629.0,32.40158319378901,12.0,4900.0,338.6,3939.9,197.0,5,1.0,2
1,24,1,48.0,4629.0,32.40158319378901,12.0,4900.0,338.6,3939.9,197.0,5,1.0,2
1,12,1,30.0,4205.0,61.0,12.0,1800.0,5960.89,5911.75,199.0,14,0.0,2
1,0,1,26.0,3393.0,32.40158319378901,11.0,1072.5,11987.241038228825,784.63,169.0,14,0.0,2
1,1,1,23.0,3809.0,32.40158319378901,12.0,900.0,11987.241038228825,6742.36,156.0,14,0.0,2
1,0,1,33.0,4325.0,32.40158319378901,10.0,688.56,3825.41,1316.07,173.0,12,0.0,0
1,0,1,22.0,4021.0,32.40158319378901,12.0,700.0,11987.241038228825,3865.3,159.0,14,0.0,3
1,24,1,30.0,5544.0,13.0,10.0,715.0,500.0,269.9,175.0,14,1.0,2
1,2,1,27.0,5117.0,44.0,12.0,1350.0,6240.69,1484.93,173.0,6,0.0,2
1,0,1,22.0,4782.0,32.40158319378901,12.0,750.0,11987.241038228825,2541.5,175.0,6,0.0,2
1,2,1,46.0,4356.0,32.40158319378901,12.0,951.57,11987.241038228825,1987.79,178.0,18,0.0,0
1,2,1,39.0,4294.0,32.40158319378901,12.0,822.58,2101.0,3736.9,173.0,24,0.0,2
1,2,1,31.0,4325.0,32.40158319378901,12.0,1131.76,400.0,6420.92,178.0,14,4.0,3
1,1,1,26.0,3534.0,32.40158319378901,12.0,929.12,11987.241038228825,6507.3,171.0,3,0.0,2
1,0,1,34.0,3960.0,32.40158319378901,12.0,2200.0,11987.241038228825,6023.08,185.0,14,0.0,0
1,0,1,34.0,3891.0,32.40158319378901,12.0,606.0,11987.241038228825,2222.69,175.0,14,0.0,2
1,1,1,32.0,3779.0,32.40158319378901,12.0,700.0,650.0,3494.79,175.0,14,0.0,2
1,9,1,31.0,4995.0,32.40158319378901,12.0,2052.3,1991.77,3570.59,188.0,15,1.0,3
1,0,1,34.0,4478.0,4.0,12.0,2100.0,38.99,0.0,214.0,1,0.0,3
1,2,1,27.0,4392.0,32.40158319378901,12.0,805.52,619.19,3019.24,167.0,14,0.0,2
1,0,1,34.0,4448.0,32.40158319378901,12.0,3000.0,11987.241038228825,0.0,194.0,12,0.0,2
1,0,1,24.0,5026.0,12.0,12.0,890.0,323.36,53.33,156.0,6,0.0,2
1,25,1,35.0,4843.0,18.0,0.0,30000.0,51738.4,13728.13,202.0,12,2.0,3
1,25,1,35.0,4843.0,18.0,0.0,30000.0,51738.4,13728.13,202.0,12,2.0,3
1,0,0,27.0,3786.0,32.40158319378901,11.0,1044.97,11987.241038228825,4354.19,170.0,14,0.0,2
1,8,1,30.0,4509.0,20.0,12.0,850.0,2390.0,3970.12,173.0,14,1.0,0
1,0,1,27.0,4052.0,32.40158319378901,11.0,900.0,11987.241038228825,1497.68,177.0,14,0.0,3
1,62,2,38.0,9500.0,63.0,0.0,20000.0,12172.72,0.0,216.0,10,1.0,3
1,0,2,44.0,5574.0,26.0,12.0,1000.0,500.0,220.9,199.0,15,0.0,2
1,1,1,38.0,4843.0,32.40158319378901,12.0,1800.0,11987.241038228825,4602.62,182.0,1,0.0,2
1,1,2,41.0,4995.0,32.40158319378901,12.0,3000.0,592.24,3915.76,193.0,14,4.0,3
1,3,1,30.0,4995.0,49.0,12.0,5300.0,16827.3,0.0,213.0,14,1.0,3
1,0,2,35.0,3899.0,32.40158319378901,10.0,3200.0,6548.04,0.0,214.0,14,1.0,3
1,0,1,39.0,6304.0,32.40158319378901,0.0,2500.0,6611.16,12622.84,194.0,12,0.0,2
1,23,1,39.0,3885.0,43.0,12.0,2400.0,3200.0,443.96,186.0,10,1.0,2
1,1,1,22.0,3413.0,32.40158319378901,11.0,697.55,998.89,1860.3,188.0,6,0.0,3
1,0,1,25.0,4052.0,8.0,12.0,2200.0,2299.0,2071.4,194.0,14,0.0,3
1,32,1,43.0,6212.0,28.0,12.0,1710.0,8920.11,1012.78,183.0,12,2.0,2
1,0,1,24.0,3991.0,14.0,0.0,900.0,6960.6,357.21,155.0,14,0.0,2
1,2,1,27.0,3809.0,17.0,12.0,2700.0,54481.46,57094.38,194.0,14,1.0,3
1,0,1,38.0,5605.0,80.0,0.0,6046.0,3109.76,1253.19,193.0,14,2.0,3
1,0,2,45.0,5605.0,2.0,11.0,1400.0,11987.241038228825,3404.96,201.0,15,0.0,2
1,2,1,22.0,4660.0,32.40158319378901,12.0,996.5,11987.241038228825,2280.05,149.0,6,0.0,2
1,0,2,41.0,7005.0,64.0,12.0,2500.0,1518.48,8.71,224.0,14,0.0,3
1,15,1,45.0,5360.0,10.0,12.0,2040.0,3755.19,1311.82,179.0,14,1.0,3
1,2,2,36.0,5513.0,32.40158319378901,12.0,1900.0,2453.03,9220.58,194.0,15,0.0,2
1,0,1,32.0,3920.0,32.40158319378901,12.0,741.01,11987.241038228825,7243.87,175.0,12,0.0,2
1,9,1,33.0,3960.0,6.0,0.0,3230.0,12284.22,4867.95,192.0,13,1.0,3
1,15,1,26.0,3919.0,32.40158319378901,12.0,1733.39,11987.241038228825,3225.01,182.0,24,1.0,3
1,2,2,59.0,5756.0,10.0,12.0,1750.0,3576.2,4419.36,218.0,12,1.0,2
1,8,1,32.0,5694.0,7.0,12.0,2930.0,1412.85,864.5,217.0,6,2.0,2
1,0,1,28.0,3868.0,7.0,12.0,1883.7,8859.99,4463.69,202.0,6,1.0,3
1,0,1,70.0,4763.0,7.0,12.0,2832.0,1700.0,1559.63,212.0,6,1.0,2
1,0,1,23.0,5056.0,20.0,12.0,2100.0,2233.88,4450.79,164.0,19,0.0,3
1,0,1,31.0,4386.0,9.0,0.0,2270.0,11616.56,0.0,195.0,14,0.0,3
1,1,1,56.0,6151.0,32.40158319378901,12.0,850.0,5866.46,4250.39,194.0,14,2.0,2
1,0,0,25.0,3899.0,32.40158319378901,12.0,799.07,11987.241038228825,3110.84,170.0,14,0.0,2
1,2,1,32.0,4028.0,65.0,12.0,3200.0,6000.0,10280.87,200.0,14,0.0,3
1,0,1,34.0,4478.0,6.0,12.0,7000.0,9500.0,1407.71,196.0,7,4.0,3
1,1,1,60.0,6790.0,32.40158319378901,3.0,1671.0,11987.241038228825,14328.01,176.0,10,0.0,0
1,0,1,32.0,4629.0,8.0,12.0,1538.3,500.0,4263.31,191.0,11,0.0,2
1,1,1,37.0,3672.0,32.40158319378901,11.0,2326.87,11987.241038228825,0.0,209.0,14,4.0,3
1,0,2,23.0,4721.0,32.40158319378901,12.0,752.87,1001.66,1354.55,175.0,14,1.0,2
1,0,1,29.0,4995.0,13.0,12.0,2885.0,4443.37,3483.39,195.0,6,0.0,3
1,0,2,48.0,4233.0,32.40158319378901,12.0,2734.3,11987.241038228825,0.0,224.0,15,4.0,3
1,22,1,31.0,3506.0,32.40158319378901,12.0,2171.5,11987.241038228825,14404.54,178.0,18,0.0,0
1,0,1,27.0,3595.0,32.40158319378901,12.0,800.0,11987.241038228825,1732.86,169.0,6,0.0,2
1,0,2,26.0,5605.0,6.0,10.0,3150.0,11987.241038228825,0.0,190.0,1,0.0,2
1,0,1,26.0,4417.0,5.0,12.0,3550.0,2767.88,6916.37,201.0,14,0.0,3
1,8,1,25.0,4731.0,1.0,3.0,2600.0,11987.241038228825,8098.6,189.0,14,0.0,3
1,0,1,38.0,6882.0,32.40158319378901,0.0,15000.0,2775.0,3791.27,158.0,12,0.0,0
1,0,1,30.0,4417.0,32.40158319378901,11.0,4800.0,11987.241038228825,0.0,182.0,12,0.0,2
1,13,2,49.0,6243.0,32.40158319378901,12.0,6350.0,4418.46,656.59,224.0,14,1.0,3
1,0,1,49.0,4904.0,32.40158319378901,0.0,3330.0,4056.98,11364.98,221.0,14,0.0,2
1,0,1,28.0,3905.0,32.40158319378901,12.0,1400.0,11987.241038228825,1535.5,177.0,14,0.0,2
1,0,1,30.0,4233.0,32.40158319378901,12.0,6000.0,11987.241038228825,1.1,192.0,14,0.0,2
1,7,1,48.0,5026.0,32.40158319378901,0.0,1800.0,1600.0,6286.74,158.0,11,1.0,2
1,0,1,45.0,4660.0,18.0,12.0,1050.0,845.72,498.22,173.0,15,1.0,2
1,0,1,26.0,3290.0,7.0,12.0,800.0,4252.26,3557.48,191.0,14,0.0,3
1,0,2,21.0,3631.0,32.40158319378901,11.0,760.02,11987.241038228825,1320.16,175.0,14,0.0,2
1,0,1,29.0,5270.0,32.40158319378901,12.0,800.0,406.29,0.0,195.0,14,0.0,3
1,2,1,29.0,4295.0,8.0,12.0,790.7,11987.241038228825,2294.07,175.0,14,0.0,2
1,0,1,39.0,8588.0,32.40158319378901,12.0,1900.0,1873.84,2742.45,180.0,10,0.0,0
1,0,1,37.0,10108.0,8.0,0.0,2432.0,1717.24,480.2,174.0,13,0.0,2
1,0,1,48.0,4813.0,32.40158319378901,0.0,2000.0,3238.8,9172.79,188.0,14,1.0,3
1,2,2,21.0,3483.0,32.40158319378901,12.0,886.81,11987.241038228825,686.42,175.0,14,0.0,2
1,11,1,36.0,7886.0,32.40158319378901,0.0,1400.0,11987.241038228825,0.0,186.0,19,0.0,3
1,0,1,32.0,5026.0,32.40158319378901,0.0,3000.0,1108.6,0.0,175.0,19,1.0,2
1,0,1,35.0,4233.0,14.0,0.0,1200.0,24082.65,164.23,176.0,14,0.0,2
1,1,1,39.0,5107.0,32.40158319378901,12.0,838.73,11987.241038228825,2287.59,177.0,10,0.0,2
1,1,1,21.0,4174.0,32.40158319378901,12.0,806.0,11987.241038228825,2219.13,158.0,14,0.0,2
1,0,1,25.0,3939.0,32.40158319378901,9.0,889.98,11987.241038228825,875.13,169.0,10,0.0,2
1,9,1,64.0,7370.0,32.40158319378901,12.0,1930.0,11987.241038228825,4194.79,199.0,14,0.0,2
