mora,atraso,vivienda,edad,dias_lab,exp_sf,nivel_ahorro,ingreso,linea_sf,deuda_sf,score,zona,clasif_sbs,nivel_educ
0,1,1,40.0,7186.0,32.40158319378901,12.0,3290.22,4343.23,1739.58,197.0,6,1.0,2
0,0,1,32.0,3584.0,14.0,12.0,2500.0,4942.55,7568.56,200.0,13,1.0,3
0,2,1,29.0,3559.0,32.40158319378901,11.0,2800.0,3667.1,1810.3,200.0,14,1.0,3
0,0,1,23.0,3899.0,10.0,12.0,2100.0,1100.0,1049.98,181.0,7,0.0,3
0,0,1,34.0,4690.0,35.0,12.0,1500.0,1084.9,2382.04,206.0,14,0.0,3
0,0,1,24.0,4478.0,9.0,12.0,3000.0,1654.49,704.89,176.0,14,1.0,3
0,0,1,26.0,4539.0,12.0,12.0,668.46,1990.0,1397.76,169.0,6,3.0,2
0,1,2,26.0,4011.0,51.0,12.0,861.67,1906.63,2272.1,196.0,14,1.0,3
0,0,2,35.0,4319.0,32.40158319378901,12.0,834.25,11987.241038228825,3606.77,196.0,10,0.0,2
0,0,1,21.0,3626.0,15.0,12.0,850.0,2600.0,5189.55,192.0,14,2.0,3
0,0,1,28.0,3595.0,71.0,6.0,3544.79,8400.0,12981.97,194.0,13,0.0,3
0,0,1,48.0,4509.0,81.0,4.0,6600.0,5415.88,0.0,175.0,14,0.0,3
0,0,1,24.0,4570.0,32.40158319378901,12.0,1084.18,11987.241038228825,4420.64,182.0,10,0.0,2
0,0,1,42.0,4417.0,13.0,11.0,2850.0,1433.22,438.09,205.0,14,0.0,3
0,0,1,43.0,3868.0,32.40158319378901,12.0,2400.0,12936.95,4107.47,223.0,14,1.0,2
0,0,2,49.0,6456.0,44.0,3.0,30000.0,11987.241038228825,0.0,203.0,14,0.0,1
0,1,1,28.0,3650.0,32.40158319378901,12.0,1378.3,11987.241038228825,3415.59,172.0,6,0.0,3
0,2,1,49.0,3707.0,32.40158319378901,12.0,3152.38,11987.241038228825,3762.38,185.0,14,0.0,2
0,0,1,34.0,3290.0,32.40158319378901,12.0,1682.62,11987.241038228825,3513.41,201.0,6,0.0,2
0,0,1,43.0,6059.0,21.0,12.0,3070.0,2659.3,3709.71,190.0,14,0.0,2
0,0,1,33.0,4675.0,32.40158319378901,12.0,2030.99,700.0,12051.69,177.0,6,0.0,2
0,1,1,27.0,4172.0,32.40158319378901,12.0,1032.6,4295.86,127.0,175.0,14,0.0,2
0,0,1,21.0,3626.0,32.40158319378901,12.0,2100.0,11987.241038228825,6294.66,190.0,14,0.0,3
0,9,1,29.0,4721.0,29.0,4.0,1800.0,6184.6,896.17,188.0,14,2.0,3
0,2,2,38.0,4534.0,32.40158319378901,12.0,2200.0,1000.0,2191.17,211.0,9,0.0,0
0,0,1,28.0,4386.0,3.0,12.0,3800.0,5404.23,3314.83,219.0,14,2.0,3
0,0,2,33.0,5240.0,12.0,12.0,5600.0,36200.0,16382.84,219.0,14,2.0,3
0,2,2,23.0,4904.0,32.40158319378901,12.0,800.0,11987.241038228825,2280.88,211.0,14,0.0,2
0,0,2,44.0,6456.0,32.40158319378901,12.0,2100.0,11987.241038228825,0.0,168.0,14,0.0,2
0,0,2,31.0,3717.0,6.0,12.0,900.0,11987.241038228825,2090.34,194.0,14,0.0,2
0,0,1,49.0,8343.0,32.40158319378901,0.0,2000.0,2104.39,1189.17,185.0,14,0.0,3
0,0,2,39.0,3868.0,32.40158319378901,12.0,1148.31,11987.241038228825,1279.78,196.0,11,0.0,2
0,0,1,29.0,4629.0,24.0,12.0,1604.5,2199.0,0.0,180.0,14,0.0,2
0,0,1,24.0,3991.0,32.40158319378901,12.0,1511.16,11987.241038228825,7953.25,151.0,18,0.0,0
0,2,1,25.0,4995.0,32.40158319378901,12.0,1266.15,11987.241038228825,4947.87,156.0,14,0.0,2
0,0,1,32.0,4598.0,32.40158319378901,12.0,950.0,979.17,3876.3,175.0,10,0.0,2
0,1,2,22.0,4136.0,32.40158319378901,12.0,967.18,1840.0,0.0,175.0,14,0.0,2
0,2,1,36.0,7492.0,32.40158319378901,12.0,1200.0,11987.241038228825,1862.32,170.0,14,0.0,2
0,0,1,28.0,4492.0,32.40158319378901,12.0,801.49,11987.241038228825,951.03,175.0,14,0.0,2
0,0,1,40.0,5847.0,22.0,0.0,750.0,547.47,0.0,203.0,6,0.0,2
0,2,2,32.0,6335.0,32.40158319378901,12.0,1980.0,11987.241038228825,12203.76,199.0,12,0.0,2
0,0,1,27.0,4570.0,13.0,12.0,1400.0,765.88,2523.65,174.0,14,0.0,3
0,0,1,27.0,5506.0,31.0,12.0,736.93,2238.58,0.0,169.0,14,0.0,2
0,13,1,50.0,5635.0,32.40158319378901,0.0,1160.0,11987.241038228825,0.0,186.0,14,1.0,3
0,0,1,40.0,4782.0,93.0,12.0,2500.0,8262.0,5134.2,197.0,14,0.0,3
0,2,2,45.0,4448.0,32.40158319378901,12.0,2100.0,4450.0,18010.11,229.0,19,0.0,3
0,0,1,49.0,10108.0,8.0,12.0,4400.0,207.96,1398.16,195.0,14,0.0,3
0,0,1,25.0,4083.0,32.40158319378901,12.0,1524.72,3690.0,5796.72,184.0,14,0.0,0
0,2,1,31.0,5117.0,32.40158319378901,12.0,1300.0,1900.0,4454.31,175.0,14,1.0,2
0,1,1,31.0,4843.0,10.0,12.0,1350.0,11987.241038228825,1770.29,175.0,14,0.0,2
0,2,2,41.0,4660.0,32.40158319378901,12.0,1200.0,11987.241038228825,2103.24,199.0,12,4.0,2
0,32,1,32.0,6548.0,66.0,12.0,1680.0,2544.2,0.0,209.0,14,2.0,3
0,0,2,40.0,4570.0,61.0,12.0,2900.0,5172.05,1685.48,216.0,6,0.0,3
0,2,2,32.0,4509.0,32.40158319378901,12.0,1324.67,11987.241038228825,2609.61,196.0,8,0.0,2
0,0,2,24.0,4570.0,44.0,12.0,5050.0,12510.24,390.01,209.0,14,0.0,2
0,33,2,40.0,9439.0,80.0,0.0,19500.0,19729.88,3055.31,230.0,14,2.0,3
0,0,2,44.0,9378.0,32.40158319378901,0.0,2000.0,2698.28,10326.06,204.0,14,0.0,3
0,0,1,28.0,4813.0,14.0,12.0,1800.0,2911.91,0.0,202.0,14,0.0,3
0,9,1,25.0,5148.0,23.0,4.0,2500.0,2681.32,260.23,206.0,14,0.0,3
0,0,1,29.0,4690.0,14.0,12.0,5600.0,251.77,340.72,214.0,11,0.0,3
0,0,1,35.0,4598.0,32.40158319378901,12.0,1400.0,11987.241038228825,7833.49,199.0,5,0.0,2
0,0,1,29.0,4964.0,48.0,12.0,6989.4,16399.64,0.0,193.0,14,1.0,3
0,9,1,27.0,3899.0,19.0,12.0,2224.3,14100.17,4005.58,200.0,6,2.0,3
0,0,1,31.0,5087.0,15.0,12.0,3100.0,515.88,196.58,201.0,20,0.0,3
0,2,1,51.0,4539.0,32.40158319378901,12.0,1200.0,2850.0,1042.89,188.0,14,1.0,3
0,0,2,52.0,4629.0,32.40158319378901,12.0,2800.0,3191.15,0.0,214.0,14,0.0,2
0,0,1,38.0,4264.0,9.0,7.0,1350.0,5505.04,389.15,185.0,14,0.0,3
0,0,2,41.0,5605.0,36.0,12.0,1787.0,7780.68,2560.06,204.0,14,0.0,2
0,0,2,33.0,6000.0,79.0,12.0,5200.0,3084.13,1078.39,225.0,14,0.0,3
0,0,1,40.0,6456.0,32.40158319378901,12.0,2100.0,2327.28,0.0,216.0,14,1.0,2
0,0,1,36.0,7431.0,32.40158319378901,12.0,2500.0,11987.241038228825,7574.82,187.0,1,0.0,2
0,8,1,37.0,3868.0,11.0,10.0,10500.0,86975.05,7484.61,216.0,14,1.0,3
0,0,1,60.0,5301.0,78.0,0.0,857.36,745.6,0.0,172.0,3,1.0,3
0,0,1,29.0,4233.0,32.40158319378901,12.0,1550.0,4148.18,0.0,177.0,14,0.0,2
0,18,1,37.0,4598.0,13.0,0.0,3200.0,14175.49,1907.22,196.0,14,1.0,3
0,0,2,29.0,4264.0,32.40158319378901,12.0,1362.9,11987.241038228825,434.6,196.0,10,3.0,2
0,0,1,37.0,3991.0,32.40158319378901,12.0,3249.43,11987.241038228825,7328.63,182.0,14,0.0,2
0,2,1,33.0,4086.0,32.40158319378901,12.0,2152.0,14018.38,6511.45,192.0,24,1.0,2
0,0,1,27.0,3352.0,12.0,12.0,1207.65,11987.241038228825,6508.35,169.0,14,0.0,2
0,0,0,34.0,3764.0,53.0,1.0,7055.0,30053.51,57094.38,175.0,14,1.0,2
0,0,1,38.0,4386.0,32.40158319378901,12.0,1182.36,2180.72,1733.79,177.0,6,3.0,2
0,0,1,28.0,6456.0,32.40158319378901,12.0,1500.0,6365.69,6276.19,177.0,14,1.0,2
0,0,2,23.0,3534.0,32.40158319378901,12.0,1017.03,750.0,579.23,173.0,6,0.0,2
0,0,1,23.0,3846.0,32.40158319378901,12.0,944.29,5598.05,258.87,156.0,6,0.0,2
0,8,1,29.0,4570.0,57.0,2.0,2111.0,7442.55,206.86,207.0,14,1.0,3
0,0,1,24.0,3840.0,32.40158319378901,12.0,2506.18,11987.241038228825,3419.02,181.0,14,0.0,3
0,0,2,46.0,6456.0,87.0,12.0,13500.0,19479.76,7942.84,228.0,14,4.0,2
0,32,2,32.0,4782.0,14.0,12.0,1200.0,11987.241038228825,0.0,194.0,11,2.0,2
0,0,1,23.0,3687.0,32.40158319378901,12.0,1244.27,692.36,1302.18,156.0,14,1.0,2
0,2,2,23.0,3840.0,11.0,12.0,2245.74,5104.86,18475.97,204.0,9,0.0,2
0,0,2,25.0,4436.0,32.40158319378901,12.0,1270.43,1200.0,2526.82,188.0,14,0.0,2
0,2,2,52.0,5482.0,32.40158319378901,12.0,2974.96,11987.241038228825,1984.65,199.0,24,0.0,2
0,0,1,34.0,8039.0,20.0,12.0,2200.0,276.36,23.5,216.0,14,0.0,3
0,2,1,29.0,5513.0,32.40158319378901,12.0,3000.0,11987.241038228825,2593.17,200.0,14,0.0,3
0,0,1,27.0,4904.0,21.0,12.0,2250.0,149.33,0.0,198.0,14,0.0,2
0,1,2,38.0,3779.0,32.40158319378901,12.0,2800.0,11987.241038228825,14918.71,213.0,10,0.0,2
0,2,1,22.0,4417.0,20.0,12.0,2917.91,11987.241038228825,0.0,177.0,14,0.0,2
0,0,2,41.0,5666.0,17.0,12.0,840.0,570.66,0.0,197.0,6,0.0,2
0,0,1,27.0,5817.0,28.0,0.0,2300.0,951.5,334.09,193.0,14,0.0,3
0,0,1,33.0,5056.0,64.0,0.0,2951.0,17380.46,2221.35,200.0,19,1.0,3
0,0,1,53.0,6243.0,7.0,7.0,3000.0,1500.0,1255.49,205.0,14,0.0,3
0,0,1,53.0,10870.0,32.40158319378901,4.0,4176.74,11987.241038228825,5814.14,178.0,4,0.0,3
0,0,2,31.0,5909.0,1.0,12.0,3500.0,10979.62,57094.38,211.0,14,1.0,2
0,0,1,38.0,4509.0,8.0,12.0,2639.35,5800.0,5.59,202.0,14,1.0,3
0,0,1,31.0,7461.0,11.0,12.0,7126.84,1000.0,205.25,192.0,6,0.0,0
0,0,1,37.0,5240.0,69.0,0.0,3000.0,5880.23,2436.61,201.0,14,0.0,3
0,0,1,44.0,7520.0,8.0,12.0,1210.0,5768.0,2331.1,181.0,14,0.0,3
0,0,1,55.0,4264.0,32.40158319378901,12.0,3000.0,11987.241038228825,4716.75,197.0,6,0.0,2
0,1,1,25.0,4445.0,32.40158319378901,12.0,1403.77,11987.241038228825,9554.04,169.0,14,0.0,2
0,2,1,32.0,4843.0,32.40158319378901,12.0,961.34,900.0,2108.34,175.0,14,1.0,2
0,0,2,52.0,4492.0,32.40158319378901,12.0,990.13,11987.241038228825,3800.62,192.0,14,0.0,2
0,0,1,32.0,5878.0,81.0,12.0,9000.0,4596.04,2980.08,225.0,14,0.0,3
0,0,2,54.0,7186.0,32.40158319378901,12.0,1800.0,11987.241038228825,3301.49,202.0,14,0.0,0
0,25,1,31.0,4325.0,13.0,12.0,1698.2,2285.0,0.0,180.0,14,1.0,3
0,22,1,41.0,8588.0,32.40158319378901,12.0,3500.0,960.44,9292.34,175.0,14,1.0,3
0,0,1,24.0,4690.0,8.0,12.0,900.0,1500.0,254.32,164.0,14,0.0,3
0,0,1,33.0,5179.0,32.40158319378901,12.0,1650.0,11987.241038228825,0.0,180.0,14,0.0,2
0,0,2,40.0,4721.0,29.0,12.0,2700.0,6795.9,2121.91,214.0,14,1.0,0
0,2,1,47.0,4264.0,32.40158319378901,12.0,3500.0,17100.0,9741.64,180.0,13,0.0,3
0,50,1,23.0,4904.0,47.0,12.0,710.0,500.0,484.3,154.0,14,4.0,2
0,0,1,31.0,6425.0,68.0,12.0,6600.0,14638.48,2426.45,219.0,14,3.0,3
0,0,2,49.0,8404.0,9.0,10.0,2000.0,16842.18,3229.93,235.0,14,0.0,2
0,0,1,37.0,6943.0,32.40158319378901,12.0,1000.0,606.2,914.72,179.0,19,0.0,2
0,0,1,34.0,4264.0,58.0,12.0,700.0,17672.0,109.09,177.0,14,1.0,3
0,0,1,26.0,5482.0,32.40158319378901,12.0,2900.0,1057.88,418.81,201.0,14,4.0,3
0,2,1,40.0,5970.0,47.0,12.0,3680.0,1210.8,866.89,204.0,14,1.0,2
0,0,1,36.0,7096.0,9.0,0.0,4750.0,67853.78,1732.59,202.0,14,0.0,3
0,9,1,48.0,6456.0,48.0,12.0,30000.0,66510.12,22844.04,197.0,14,0.0,1
0,0,1,30.0,5513.0,32.40158319378901,12.0,3100.0,3463.73,0.0,185.0,13,1.0,3
0,0,1,34.0,5176.0,32.40158319378901,12.0,829.09,4467.68,567.14,196.0,14,0.0,2
0,0,2,30.0,4417.0,7.0,12.0,3000.0,1131.53,1865.25,214.0,10,0.0,3
0,2,1,30.0,3779.0,8.0,12.0,4000.0,3995.0,3664.5,200.0,6,1.0,3
0,0,1,30.0,5574.0,32.40158319378901,1.0,2984.62,4668.14,2719.79,196.0,14,0.0,3
0,0,1,29.0,7308.0,78.0,11.0,3500.0,1800.0,0.0,211.0,14,1.0,2
0,17,1,49.0,5026.0,32.40158319378901,8.0,2600.0,29864.68,0.0,197.0,14,1.0,2
0,0,1,31.0,4325.0,16.0,12.0,1789.14,2280.0,598.58,192.0,14,0.0,2
0,0,1,34.0,8374.0,88.0,11.0,29393.13,11987.241038228825,0.0,190.0,14,0.0,3
